OFF-PA-10000061,Xerox 205,Pink,Office Supplies,Paper,2015-11-16,Qianyuyu,,,499 g,0
OFF-PA-10000062,Green Bar Computer Printout Paper,Blue,Office Supplies,Paper,2016-11-01,Rocky Brands,"10 W,10.5 M,10.5 W,11 M,11 W,12 M,13 M,8.5 M,9.5 M,9.5 W",7.19E+11,,2
OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Pink,Office Supplies,Paper,2016-11-07,Bamboo54,8.5,,,0
OFF-PA-10000100,Xerox 1945,Black,Office Supplies,Paper,2016-06-17,,,6.86E+11,,2
OFF-PA-10000130,Xerox 199,Pink,Office Supplies,Paper,2015-08-22,,,,6.1 lbs,0
OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Blue,Office Supplies,Paper,2017-01-27,,9.5,8.86E+11,,2
OFF-PA-10000143,Astroparche Fine Business Paper,Blue,Office Supplies,Paper,2017-01-23,Brinley Co.,"8.5,10,7,9.5,7.5,9,8,11",8.70E+11,,0
OFF-PA-10000157,Xerox 191,White,Office Supplies,Paper,2016-01-14,,,,,0
OFF-PA-10000167,Xerox 1925,Black,Office Supplies,Paper,2016-11-07,,,6.35E+11,,4
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Blue,Office Supplies,Paper,2015-11-16,Qianyuyu,,,499 g,0
OFF-PA-10000176,Xerox 1887,Blue,Office Supplies,Paper,2017-01-07,Fila,,7.91E+11,,0
OFF-PA-10000223,Xerox 2000,Pink,Office Supplies,Paper,2016-10-05,Tretorn,,8.85E+11,,0
OFF-PA-10000232,Xerox 1975,White,Office Supplies,Paper,2016-05-17,,,,,2
OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Blue,Office Supplies,Paper,2017-01-17,Donald J Pliner,"5.5,6",8.21E+11,,7
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Black,Office Supplies,Paper,2016-11-04,Nike,"6.5,7.5,8",8.85E+11,,5
OFF-PA-10000249,Easy-staple paper,Blue,Office Supplies,Paper,2017-01-09,,"8.5,10,6,9.5,6.5,8",41969077931,,0
OFF-PA-10000289,Xerox 213,Blue,Office Supplies,Paper,2016-10-27,Easy Spirit,,7.40E+11,,3
OFF-PA-10000295,Xerox 229,Pink,Office Supplies,Paper,2016-10-05,Lauren Ralph Lauren,,8.90E+11,,2
OFF-PA-10000300,Xerox 1936,Pink,Office Supplies,Paper,2016-10-05,TOMS,,8.86E+11,,2
OFF-PA-10000304,Xerox 1995,Pink,Office Supplies,Paper,2016-02-02,,,96547841855,,0
OFF-PA-10000308,Xerox 1901,Blue,Office Supplies,Paper,2016-01-02,,,,,2
OFF-PA-10000327,Xerox 1971,White,Office Supplies,Paper,2016-03-21,,,,,6
OFF-PA-10000349,Easy-staple paper,Blue,Office Supplies,Paper,2017-01-27,,,7.37E+11,,0
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Blue,Office Supplies,Paper,2017-01-22,,,6.59E+11,,0
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Pink,Office Supplies,Paper,2016-03-26,,8.5,8.47E+11,,0
OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Blue,Office Supplies,Paper,2016-11-10,Isotoner,,79402107655,,4
OFF-PA-10000418,Xerox 189,Blue,Office Supplies,Paper,2015-11-16,,9.5,6.96E+11,,6
OFF-PA-10000474,Easy-staple paper,Pink,Office Supplies,Paper,2016-03-23,,,8.88E+11,,0
OFF-PA-10000477,Xerox 1952,Pink,Office Supplies,Paper,2015-11-16,Qianyuyu,,,499 g,2
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Blue,Office Supplies,Paper,2016-03-19,,,,,0
OFF-PA-10000501,Petty Cash Envelope,Black,Office Supplies,Paper,2016-03-24,,"XS,S,L,M,XL",,,0
OFF-PA-10000520,Xerox 201,Pink,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10000528,Xerox 1981,Blue,Office Supplies,Paper,2016-02-19,,"40.5,38,37.5,41,39.5,35,38.5 ,36.5,36 ,40 ,39,37,35.5",,,0
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Blue,Office Supplies,Paper,2016-03-30,,,,,0
OFF-PA-10000551,Array Memo Cubes,Blue,Office Supplies,Paper,2016-05-11,Silver Lilly,"Large,Medium,S,Small",8.40E+11,,0
OFF-PA-10000552,Xerox 200,White,Office Supplies,Paper,2016-03-04,,12,7.70E+11,,0
OFF-PA-10000565,Easy-staple paper,Blue,Office Supplies,Paper,2015-11-11,,,,,4
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Pink,Office Supplies,Paper,2016-06-08,,,8.87E+11,,3
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Black,Office Supplies,Paper,2017-01-12,Saucony,,44214051465,,0
OFF-PA-10000595,Xerox 1929,Black,Office Supplies,Paper,2017-01-27,Delicious,,7.05E+11,,0
OFF-PA-10000605,Xerox 1950,Blue,Office Supplies,Paper,2016-01-02,,,,,2
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Pink,Office Supplies,Paper,2017-01-23,Badgley Mischka,9,7.50E+11,,0
OFF-PA-10000673,"Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",Blue,Office Supplies,Paper,2017-01-24,capezio,7M,8.86E+11,,1
OFF-PA-10000675,Xerox 1919,Pink,Office Supplies,Paper,2016-03-22,,,,,0
OFF-PA-10000682,Xerox 1924,Pink,Office Supplies,Paper,2016-03-09,,,,,4
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Pink,Office Supplies,Paper,2016-10-05,WORK MASTER,,35102120318,,0
OFF-PA-10000740,Xerox 1982,Blue,Office Supplies,Paper,2016-03-22,,"36,38,40,42,44",,,0
OFF-PA-10000743,Xerox 1977,Blue,Office Supplies,Paper,2016-08-01,,6,8.87E+11,,0
OFF-PA-10000788,Xerox 210,Blue,Office Supplies,Paper,2016-03-15,,,,,0
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Blue,Office Supplies,Paper,2016-10-05,5.11 Tactical,,8.45E+11,,0
OFF-PA-10000806,Xerox 1934,Blue,Office Supplies,Paper,2016-02-15,,,,,3
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Blue,Office Supplies,Paper,2017-01-27,GameDay Boots,,8.49E+11,,0
OFF-PA-10000809,Xerox 206,Pink,Office Supplies,Paper,2016-03-31,,,,,2
OFF-PA-10000919,Xerox 1918,Pink,Office Supplies,Paper,2017-01-27,Bussola Style,7.5,8.90E+11,,2
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Blue,Office Supplies,Paper,2016-10-05,Rocket Dog Brands LLC,,8.86E+11,,6
OFF-PA-10000994,Xerox 1915,Blue,Office Supplies,Paper,2016-11-01,,,6.35E+11,,4
OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Black,Office Supplies,Paper,2016-03-22,,7,8.89E+11,,5
OFF-PA-10001019,Xerox 1884,Black,Office Supplies,Paper,2017-01-27,Lucchese,10D,8.88E+11,,0
OFF-PA-10001033,Xerox 1893,Pink,Office Supplies,Paper,2017-01-23,Hades Footwear,,8.53E+11,,0
OFF-PA-10001125,Xerox 1988,Blue,Office Supplies,Paper,2016-07-28,,,,,2
OFF-PA-10001144,Xerox 1913,Blue,Office Supplies,Paper,2016-03-04,,,8.81E+11,,2
OFF-PA-10001166,Xerox 2,Pink,Office Supplies,Paper,2016-04-12,,,14056794189,,0
OFF-PA-10001184,Xerox 1903,Blue,Office Supplies,Paper,2015-11-16,Qianyuyu,,,499 g,3
OFF-PA-10001204,Xerox 1972,Blue,Office Supplies,Paper,2016-07-26,,,,,2
OFF-PA-10001215,Xerox 1963,Blue,Office Supplies,Paper,2016-01-01,,,,,0
OFF-PA-10001243,Xerox 1983,Blue,Office Supplies,Paper,2016-01-02,,,,,3
OFF-PA-10001246,Xerox 215,Blue,Office Supplies,Paper,2017-01-16,Genfoot America,"10,7,9,8,13,11,12",56248538034,,0
OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Blue,Office Supplies,Paper,2016-11-15,,,6.99E+11,,0
OFF-PA-10001274,Loose Memo Sheets,Blue,Office Supplies,Paper,2016-02-14,,,,,0
OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Black,Office Supplies,Paper,2016-11-07,Stacy Adams,,,,3
OFF-PA-10001289,White Computer Printout Paper by Universal,Blue,Office Supplies,Paper,2016-03-22,,8,8.26E+11,,0
OFF-PA-10001293,Xerox 1946,Blue,Office Supplies,Paper,2015-11-09,West Coast Jewelry,,8.41E+11,0.1 lbs,0
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Blue,Office Supplies,Paper,2016-03-12,,,,,0
OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Blue,Office Supplies,Paper,2017-01-17,Rugged Shark,,8.46E+11,,0
OFF-PA-10001357,Xerox 1886,Blue,Office Supplies,Paper,2016-02-02,,9.5,7.40E+11,,2
OFF-PA-10001363,Xerox 1933,Pink,Office Supplies,Paper,2016-11-15,,"10,8.5,11.5,8,11,12",8.88E+11,,0
OFF-PA-10001457,White GlueTop Scratch Pads,Pink,Office Supplies,Paper,2016-08-11,,,6.36E+11,,2
OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Blue,Office Supplies,Paper,2016-07-19,,,,,0
OFF-PA-10001471,Strathmore Photo Frame Cards,Blue,Office Supplies,Paper,2017-01-12,Lugz,"10.5,8.5,7.5,8,13,11,12",7.37E+11,,2
OFF-PA-10001497,Xerox 1914,Pink,Office Supplies,Paper,2017-01-12,,7,7.12E+11,,4
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Blue,Office Supplies,Paper,2016-11-07,PUMA SAFETY SHOES,,,,2
OFF-PA-10001526,Xerox 1949,Blue,Office Supplies,Paper,2016-03-30,,,,,4
OFF-PA-10001534,Xerox 230,Pink,Office Supplies,Paper,2016-08-06,,,8.17E+11,,0
OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4� x 11�",Black,Office Supplies,Paper,2017-01-12,Kenneth Cole NY,"10.5,13,11",,,3
OFF-PA-10001569,Xerox 232,Black,Office Supplies,Paper,2016-03-04,,,,,0
OFF-PA-10001593,Xerox 1947,White,Office Supplies,Paper,2017-01-12,Polo Ralph Lauren,,8.90E+11,,0
OFF-PA-10001609,Tops Wirebound Message Log Books,Pink,Office Supplies,Paper,2016-02-14,,,,,0
OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Blue,Office Supplies,Paper,2016-03-04,,,6.01E+11,,0
OFF-PA-10001639,Xerox 203,Black,Office Supplies,Paper,2017-01-20,Tkees,"10.5,10,5.5,8.5,7,6,5,6.5,7.5,9,8",6.61E+11,,0
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Blue,Office Supplies,Paper,2016-03-11,,"4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10",,,0
OFF-PA-10001685,Easy-staple paper,Black,Office Supplies,Paper,2016-03-15,,,,,0
OFF-PA-10001712,Xerox 1948,Black,Office Supplies,Paper,2017-01-09,,9,8.88E+11,,0
OFF-PA-10001725,Xerox 1892,White,Office Supplies,Paper,2016-08-02,,,8.85E+11,,0
OFF-PA-10001736,Xerox 1880,Pink,Office Supplies,Paper,2016-03-20,,"8,8.5,9,9.5,10,10.5,11,11.5,12,13",,,3
OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Blue,Office Supplies,Paper,2016-03-11,,,,,0
OFF-PA-10001763,Xerox 1896,Blue,Office Supplies,Paper,2016-07-26,,,,,2
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Pink,Office Supplies,Paper,2016-03-29,,9,8.90E+11,,0
OFF-PA-10001790,Xerox 1910,Black,Office Supplies,Paper,2017-01-18,Alegria,,6.93E+11,,2
OFF-PA-10001800,Xerox 220,Blue,Office Supplies,Paper,2017-01-20,Reliable of Milwuakee,"10,9,13,11,12",33977143531,,0
OFF-PA-10001801,Xerox 193,Blue,Office Supplies,Paper,2017-01-09,,,8.89E+11,,5
OFF-PA-10001804,Xerox 195,Pink,Office Supplies,Paper,2017-01-16,,"10,5.5,7,6,9,8",8.89E+11,,0
OFF-PA-10001815,Xerox 1885,Blue,Office Supplies,Paper,2016-03-22,,11,91205881846,,5
OFF-PA-10001826,Xerox 207,Pink,Office Supplies,Paper,2015-10-30,,,7.25E+11,,0
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Blue,Office Supplies,Paper,2016-01-22,,,,,2
OFF-PA-10001846,Xerox 1899,Blue,Office Supplies,Paper,2016-01-01,,,,,5
OFF-PA-10001870,Xerox 202,White,Office Supplies,Paper,2016-03-23,,,8.89E+11,,2
OFF-PA-10001878,Xerox 1891,Black,Office Supplies,Paper,2016-04-27,RG Barry Corporation,,,,0
OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Pink,Office Supplies,Paper,2016-11-07,Donald J Pliner,7,8.21E+11,,0
OFF-PA-10001934,Xerox 1993,Black,Office Supplies,Paper,2016-11-11,,,19847569014,,2
OFF-PA-10001937,Xerox 21,Pink,Office Supplies,Paper,2017-01-27,,,8.90E+11,,0
OFF-PA-10001947,Xerox 1974,Black,Office Supplies,Paper,2017-01-27,,3,8.89E+11,,1
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Blue,Office Supplies,Paper,2017-01-12,John Varvatos,8,8.87E+11,,0
OFF-PA-10001954,Xerox 1964,Blue,Office Supplies,Paper,2016-05-18,,,6.08E+11,,0
OFF-PA-10001970,Xerox 1881,Blue,Office Supplies,Paper,2016-04-02,Jordan,,8.87E+11,,0
OFF-PA-10001972,Xerox 214,Blue,Office Supplies,Paper,2016-03-11,,24,,,0
OFF-PA-10001977,Xerox 194,Blue,Office Supplies,Paper,2016-05-18,,,7.63E+11,,2
OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Black,Office Supplies,Paper,2016-03-12,,,,,0
OFF-PA-10002001,Xerox 1984,Pink,Office Supplies,Paper,2016-04-03,,,,,0
OFF-PA-10002005,Xerox 225,Blue,Office Supplies,Paper,2016-11-02,Earth,,6.92E+11,,0
OFF-PA-10002036,Xerox 1930,Black,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10002105,Xerox 223,Black,Office Supplies,Paper,2016-01-01,,,,,0
OFF-PA-10002120,Xerox 1889,Black,Office Supplies,Paper,2016-09-04,,,29311680664,,0
OFF-PA-10002137,"Southworth 100% R�sum� Paper, 24lb.",Blue,Office Supplies,Paper,2016-08-01,,9,8.85E+11,,0
OFF-PA-10002160,Xerox 1978,Blue,Office Supplies,Paper,2016-08-02,,,8.17E+11,,2
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Blue,Office Supplies,Paper,2016-03-24,,,,,0
OFF-PA-10002230,Xerox 1897,Blue,Office Supplies,Paper,2016-03-11,,,,,0
OFF-PA-10002245,Xerox 1895,Black,Office Supplies,Paper,2016-11-07,Jordan,,8.85E+11,,0
OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",White,Office Supplies,Paper,2016-11-07,Eric Michael,10,,,0
OFF-PA-10002250,Things To Do Today Pad,Blue,Office Supplies,Paper,2017-01-12,Nike,,8.88E+11,,0
OFF-PA-10002254,Xerox 1883,Blue,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Blue,Office Supplies,Paper,2016-03-11,,,,,5
OFF-PA-10002262,Xerox 192,Pink,Office Supplies,Paper,2016-06-21,,,,,2
OFF-PA-10002319,Xerox 1944,Blue,Office Supplies,Paper,2016-10-05,Kenneth Cole Reaction,,8.88E+11,,0
OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",White,Office Supplies,Paper,2015-08-14,Ugg Australia,"7M,6M,11M,9M,10M,8M,5M,12M",8.90E+11,,0
OFF-PA-10002365,Xerox 1967,Blue,Office Supplies,Paper,2016-03-03,,,48503313173,,5
OFF-PA-10002377,Xerox 1916,Blue,Office Supplies,Paper,2016-11-15,Caterpillar,,44208982942,,0
OFF-PA-10002421,Embossed Ink Jet Note Cards,White,Office Supplies,Paper,2016-03-11,,,,,0
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Pink,Office Supplies,Paper,2015-11-27,,,7.63E+11,,0
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Blue,Office Supplies,Paper,2017-01-17,Timberland,7,8.87E+11,,2
OFF-PA-10002499,Xerox 1890,Blue,Office Supplies,Paper,2016-03-22,,10,8.83E+11,,3
OFF-PA-10002552,Xerox 1958,Blue,Office Supplies,Paper,2017-01-27,Callisto,6,8.02E+11,,0
OFF-PA-10002558,Xerox 1938,Blue,Office Supplies,Paper,2016-11-07,,7.5,8.87E+11,,0
OFF-PA-10002581,Xerox 1951,Blue,Office Supplies,Paper,2015-11-03,,,,,0
OFF-PA-10002586,Xerox 1970,Blue,Office Supplies,Paper,2016-03-11,,"30,32,36,34",,,2
OFF-PA-10002606,Xerox 1928,Blue,Office Supplies,Paper,2015-10-30,Dritz,1,,14 g,0
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Pink,Office Supplies,Paper,2016-01-02,,,,,1
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Blue,Office Supplies,Paper,2016-03-15,,,29665159533,,0
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Blue,Office Supplies,Paper,2017-01-27,,8,91208209951,,0
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Black,Office Supplies,Paper,2017-01-27,Elan Polo,XSmall,7.84E+11,,0
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",Blue,Office Supplies,Paper,2017-01-27,,"10,7.5",8.88E+11,,0
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Blue,Office Supplies,Paper,2016-05-16,,,8.83E+11,,0
OFF-PA-10002751,Xerox 1920,Blue,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10002764,Easy-staple paper,Blue,Office Supplies,Paper,2016-03-23,,,,,0
OFF-PA-10002787,Xerox 227,Pink,Office Supplies,Paper,2017-01-27,Vince Camuto,,8.90E+11,,0
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",Blue,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Blue,Office Supplies,Paper,2016-01-20,,,,,2
OFF-PA-10002923,Xerox 1942,White,Office Supplies,Paper,2016-01-15,,"XXL,S,L,M,XL",,,2
OFF-PA-10002947,Xerox 1923,Pink,Office Supplies,Paper,2016-01-15,,,,,0
OFF-PA-10002960,Xerox 1926,Black,Office Supplies,Paper,2016-03-03,,9,8.89E+11,,0
OFF-PA-10002968,Xerox 1973,Blue,Office Supplies,Paper,2017-01-19,Latitudes Inc.,"11 M,9 W",94763201248,,0
OFF-PA-10002986,Xerox 1898,Black,Office Supplies,Paper,2017-01-12,Giani Bernini,"10,11,5.5,7.5,8.5",7.06E+11,,0
OFF-PA-10003001,Xerox 1986,Pink,Office Supplies,Paper,2016-11-04,Ralph Lauren,8,1.00E+11,,0
OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Blue,Office Supplies,Paper,2017-01-12,JUSTIN ORIGINAL WORKBOOTS,,,,0
OFF-PA-10003022,Xerox 1992,Black,Office Supplies,Paper,2016-02-16,,,,,0
OFF-PA-10003036,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Pink,Office Supplies,Paper,2017-01-27,MIA,8,8.88E+11,,3
OFF-PA-10003039,Xerox 1960,Pink,Office Supplies,Paper,2016-11-06,Puma,"13,14",8.87E+11,,4
OFF-PA-10003063,EcoTones Memo Sheets,White,Office Supplies,Paper,2016-02-24,ELLIE SHOES,"8,9",,,2
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Black,Office Supplies,Paper,2016-03-09,,,8.88E+11,,5
OFF-PA-10003127,Easy-staple paper,Blue,Office Supplies,Paper,2017-01-17,All Black,"6.5,8",8.86E+11,,4
OFF-PA-10003134,Xerox 1937,Blue,Office Supplies,Paper,2015-11-16,Qianyuyu,,,499 g,12
OFF-PA-10003172,Xerox 1996,Blue,Office Supplies,Paper,2016-11-11,PleaserUSA,,8.85E+11,,1
OFF-PA-10003177,Xerox 1999,Blue,Office Supplies,Paper,2016-03-04,,14,91202529673,,4
OFF-PA-10003205,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Pink,Office Supplies,Paper,2015-11-09,,,,,0
OFF-PA-10003228,Xerox 1917,Blue,Office Supplies,Paper,2017-01-09,,,7.12E+11,,2
OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Pink,Office Supplies,Paper,2016-02-16,,,,,2
OFF-PA-10003270,Xerox 1954,White,Office Supplies,Paper,2016-03-23,,,8.86E+11,,1
OFF-PA-10003302,Xerox 1906,Pink,Office Supplies,Paper,2016-03-21,,,,,5
OFF-PA-10003309,Xerox 211,Blue,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10003349,Xerox 1957,Black,Office Supplies,Paper,2017-01-23,Lauren Ralph Lauren,"7,6,9.5,9,8",8.88E+11,,2
OFF-PA-10003363,Xerox 204,White,Office Supplies,Paper,2016-10-28,White Mountain,,8.88E+11,,0
OFF-PA-10003395,Xerox 1941,Blue,Office Supplies,Paper,2016-03-19,,,84084494511,,0
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Blue,Office Supplies,Paper,2016-01-18,,,,,8
OFF-PA-10003441,Xerox 226,Pink,Office Supplies,Paper,2016-11-07,VANS,,7.06E+11,,0
OFF-PA-10003465,Xerox 1912,Pink,Office Supplies,Paper,2016-08-27,SNEED,,,599 g,0
OFF-PA-10003543,Xerox 1985,Black,Office Supplies,Paper,2017-01-12,Puma,9.5,8.88E+11,,0
OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Black,Office Supplies,Paper,2015-11-06,,,8.87E+11,,3
OFF-PA-10003625,Xerox 1979,Pink,Office Supplies,Paper,2017-01-14,,7,6.27E+11,,2
OFF-PA-10003641,Xerox 1909,Blue,Office Supplies,Paper,2017-01-18,Rubies,,82686153249,,0
OFF-PA-10003651,Xerox 1968,Blue,Office Supplies,Paper,2016-11-16,Heavenly Comfort,8,,,2
OFF-PA-10003656,Xerox 1935,Pink,Office Supplies,Paper,2017-01-12,J. Renee,"7,7.5",7.98E+11,,0
OFF-PA-10003657,Xerox 1927,Pink,Office Supplies,Paper,2016-02-18,,"10,8.5,7,6,6.5,9,8,7.5,11",7.46E+11,1.1 lbs,3
OFF-PA-10003673,Strathmore Photo Mount Cards,Pink,Office Supplies,Paper,2016-11-04,White Mountain,"11,5.5,6,8.5",8.88E+11,,0
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Blue,Office Supplies,Paper,2016-11-06,Alexander McQueen By Puma,,8.86E+11,,0
OFF-PA-10003729,Xerox 1998,Blue,Office Supplies,Paper,2016-03-22,,13,8.87E+11,,3
OFF-PA-10003790,Xerox 1991,Blue,Office Supplies,Paper,2015-11-01,,,,,3
OFF-PA-10003797,Xerox 209,White,Office Supplies,Paper,2016-03-11,,"10,16,14,12",,,0
OFF-PA-10003823,Xerox 197,Blue,Office Supplies,Paper,2017-01-17,,,7.03E+11,,0
OFF-PA-10003845,Xerox 1987,Blue,Office Supplies,Paper,2016-11-07,VANS,,6.18E+11,,0
OFF-PA-10003848,Xerox 1997,Pink,Office Supplies,Paper,2015-11-09,Reliable of Milwuakee,"10,7,6,9,8",33977147508,1.0 lbs,3
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Pink,Office Supplies,Paper,2016-10-05,Laredo,"10,8.5",,,0
OFF-PA-10003892,Xerox 1943,Blue,Office Supplies,Paper,2016-04-10,,9.5,91208772530,,5
OFF-PA-10003893,Xerox 1962,Blue,Office Supplies,Paper,2016-01-02,,,,,0
OFF-PA-10003919,Xerox 1989,Pink,Office Supplies,Paper,2016-03-22,,9.5,7.89E+11,,0
OFF-PA-10003936,Xerox 1994,White,Office Supplies,Paper,2016-04-12,,,6.39E+11,,4
OFF-PA-10003953,Xerox 218,Pink,Office Supplies,Paper,2016-03-11,,,,,3
OFF-PA-10003971,Xerox 1965,Blue,Office Supplies,Paper,2016-11-01,Wolverine World Wide,"10 M,10.5 M,11 M,11.5 M,13 M,8 M,9 M,9.5 M",7.73E+11,,0
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Blue,Office Supplies,Paper,2016-04-10,,8.5,8.87E+11,,0
OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),White,Office Supplies,Paper,2017-01-27,,"5.5,6,5,4,4.5",8.88E+11,,0
OFF-PA-10004039,Xerox 1882,Pink,Office Supplies,Paper,2016-01-01,,,,,0
OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Blue,Office Supplies,Paper,2017-01-14,,"Medium,Small",8.89E+11,,0
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Pink,Office Supplies,Paper,2017-01-07,Vans Footwear,,6.18E+11,,2
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Blue,Office Supplies,Paper,2016-11-04,Nine West,9,6.40E+11,,4
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Blue,Office Supplies,Paper,2016-03-30,,,,,3
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Blue,Office Supplies,Paper,2016-11-11,Latigo,8.5,7.19E+11,,0
OFF-PA-10004100,Xerox 216,Pink,Office Supplies,Paper,2016-05-06,,,,,5
OFF-PA-10004101,Xerox 1894,Blue,Office Supplies,Paper,2016-05-06,,12-Jun,,,0
OFF-PA-10004239,Xerox 1953,Blue,Office Supplies,Paper,2016-06-13,,,43014613781,,3
OFF-PA-10004243,Xerox 1939,Black,Office Supplies,Paper,2016-06-20,,12,8.83E+11,,0
OFF-PA-10004255,Xerox 219,Blue,Office Supplies,Paper,2016-10-05,PleaserUSA,,8.85E+11,,2
OFF-PA-10004285,Xerox 1959,Blue,Office Supplies,Paper,2016-03-29,,,6.04E+11,,5
